Table Name,State Code,Distt. Code,Tehsil Code,Town Code,Area Name,Total/ Rural/ Urban,Total - Persons,Total - Males,Total - Females,Religious communities - Hindu - Persons,Religious communities - Hindu - Males,Religious communities - Hindu - Females,Religious communities - Muslim - Persons,Religious communities - Muslim - Males,Religious communities - Muslim - Females,Religious communities - Christian - Persons,Religious communities - Christian - Males,Religious communities - Christian - Females,Religious communities - Sikh - Persons,Religious communities - Sikh - Males,Religious communities - Sikh - Females,Religious communities - Buddhist - Persons,Religious communities - Buddhist - Males,Religious communities - Buddhist - Females,Religious communities - Jain - Persons,Religious communities - Jain - Males,Religious communities - Jain - Females,Religious communities - Other religions and persuasions (incl.Unclassified Sect.) - Persons,Religious communities - Other religions and persuasions (incl.Unclassified Sect.) - Males,Religious communities - Other religions and persuasions (incl.Unclassified Sect.) - Females,Religious communities - Religion not stated - Persons,Religious communities - Religion not stated - Males,Religious communities - Religion not stated - Females
C0101,33,608,05739,000000,Sub-District - Sankari,Total,241783,125250,116533,237000,122870,114130,1972,968,1004,2385,1181,1204,26,13,13,11,6,5,7,4,3,5,4,1,377,204,173
C0101,33,608,05739,000000,Sub-District - Sankari,Rural,131347,67841,63506,129364,66871,62493,417,205,212,1254,598,656,19,10,9,7,4,3,4,2,2,2,2,0,280,149,131
C0101,33,608,05739,000000,Sub-District - Sankari,Urban,110436,57409,53027,107636,55999,51637,1555,763,792,1131,583,548,7,3,4,4,2,2,3,2,1,3,2,1,97,55,42
C0101,33,608,05739,633955,Thappakuttai (CT),Urban,6986,3778,3208,6949,3754,3195,4,3,1,21,14,7,0,0,0,0,0,0,0,0,0,0,0,0,12,7,5
C0101,33,608,05739,633956,Naduvaneri (CT),Urban,8485,4463,4022,8395,4417,3978,55,24,31,28,17,11,0,0,0,0,0,0,3,2,1,0,0,0,4,3,1
C0101,33,608,05739,633957,Eranapuram (CT),Urban,8871,4567,4304,8762,4517,4245,58,27,31,45,20,25,1,1,0,0,0,0,0,0,0,0,0,0,5,2,3
C0101,33,608,05739,803458,Edaganasalai (TP),Urban,33245,17609,15636,32997,17491,15506,94,42,52,124,61,63,2,0,2,2,1,1,0,0,0,0,0,0,26,14,12
C0101,33,608,05739,803459,Arasiramani (TP),Urban,14834,7665,7169,14721,7610,7111,9,4,5,95,44,51,1,1,0,0,0,0,0,0,0,0,0,0,8,6,2
C0101,33,608,05739,803460,Thevur (TP),Urban,8548,4415,4133,8237,4257,3980,11,4,7,295,150,145,1,1,0,0,0,0,0,0,0,0,0,0,4,3,1
C0101,33,608,05739,803461,Sankari (TP),Urban,29467,14912,14555,27575,13953,13622,1324,659,665,523,277,246,2,0,2,2,1,1,0,0,0,3,2,1,38,20,18
C0101,33,608,05740,000000,Sub-District - Salem,Total,1272743,644713,628030,1179787,598616,581171,66134,32870,33264,22681,10977,11704,221,125,96,80,41,39,931,485,446,158,86,72,2751,1513,1238
C0101,33,608,05740,000000,Sub-District - Salem,Rural,217208,111901,105307,215539,111079,104460,574,278,296,936,466,470,12,8,4,5,1,4,2,2,0,12,7,5,128,60,68
C0101,33,608,05740,000000,Sub-District - Salem,Urban,1055535,532812,522723,964248,487537,476711,65560,32592,32968,21745,10511,11234,209,117,92,75,40,35,929,483,446,146,79,67,2623,1453,1170
C0101,33,608,05740,634053,Kondappanaickenpatti (CT),Urban,6892,3467,3425,6564,3306,3258,69,35,34,248,119,129,10,7,3,0,0,0,0,0,0,0,0,0,1,0,1
C0101,33,608,05740,634054,Dasanaickenpatti (CT),Urban,5857,2938,2919,5640,2829,2811,189,94,95,28,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0101,33,608,05740,634055,Mallamooppampatti (CT),Urban,10199,5234,4965,10015,5144,4871,70,36,34,113,54,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C0101,33,608,05740,634056,Dalavaipatti (CT),Urban,7732,4001,3731,7646,3954,3692,33,20,13,47,24,23,0,0,0,0,0,0,5,3,2,0,0,0,1,0,1
C0101,33,608,05740,634057,Majaragollappatti (CT),Urban,4727,2451,2276,4677,2426,2251,30,15,15,16,7,9,0,0,0,0,0,0,0,0,0,1,0,1,3,3,0
C0101,33,608,05740,634058,Maramangalathupatti (CT),Urban,12448,6383,6065,11951,6138,5813,116,58,58,374,183,191,0,0,0,0,0,0,5,3,2,0,0,0,2,1,1
C0101,33,608,05740,634059,Tirumalaigiri (CT),Urban,4107,2093,2014,4074,2077,1997,14,7,7,16,7,9,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0
C0101,33,608,05740,634060,Selathampatti (CT),Urban,6659,3417,3242,6285,3239,3046,262,126,136,110,50,60,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
C0101,33,608,05740,634061,Sanniyasigundu (CT),Urban,7823,3945,3878,6422,3242,3180,1223,601,622,140,75,65,0,0,0,1,1,0,0,0,0,0,0,0,37,26,11
C0101,33,608,05740,634062,Erumapalayam (CT),Urban,10220,5312,4908,9809,5092,4717,287,147,140,92,55,37,1,0,1,0,0,0,0,0,0,0,0,0,31,18,13
C0101,33,608,05740,634063,Kondalampatti (CT),Urban,20318,10405,9913,19838,10139,9699,219,108,111,129,63,66,0,0,0,0,0,0,1,0,1,0,0,0,131,95,36
C0101,33,608,05740,634064,Puthur Agraharam (CT),Urban,11173,5801,5372,10986,5696,5290,42,20,22,92,48,44,0,0,0,0,0,0,0,0,0,1,1,0,52,36,16
C0101,33,608,05740,634065,Neykkarappatti (CT),Urban,12090,6069,6021,11830,5953,5877,61,25,36,121,27,94,0,0,0,0,0,0,2,1,1,0,0,0,76,63,13
C0101,33,608,05740,634066,Kalparapatti (CT),Urban,5046,2644,2402,5012,2619,2393,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,4
C0101,33,608,05740,634067,Perumagoundampatti (CT),Urban,7796,4056,3740,7521,3879,3642,105,62,43,28,13,15,2,0,2,0,0,0,0,0,0,0,0,0,140,102,38
C0101,33,608,05740,634068,Vembadithalam (CT),Urban,7331,3742,3589,7187,3642,3545,36,21,15,11,5,6,12,8,4,0,0,0,0,0,0,0,0,0,85,66,19
C0101,33,608,05740,634069,Rajapalayam (CT),Urban,5807,3014,2793,5731,2961,2770,5,3,2,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,66,49,17
C0101,33,608,05740,634070,Chennagiri (CT),Urban,5338,2761,2577,5265,2709,2556,0,0,0,15,7,8,1,1,0,0,0,0,0,0,0,0,0,0,57,44,13
C0101,33,608,05740,634071,Papparapatti (CT),Urban,9592,4940,4652,9360,4790,4570,19,10,9,28,15,13,1,1,0,0,0,0,0,0,0,1,0,1,183,124,59
C0101,33,608,05740,803462,Kannankurichi (TP),Urban,19765,9995,9770,19251,9740,9511,183,90,93,316,158,158,2,1,1,1,0,1,1,1,0,0,0,0,11,5,6
C0101,33,608,05740,803463,Salem (M Corp.),Urban,829267,417317,411950,744630,375519,369111,62033,30836,31197,19608,9489,10119,176,95,81,73,39,34,915,475,440,141,77,64,1691,787,904
C0101,33,608,05740,803464,Ilampillai (TP),Urban,11797,6013,5784,11372,5798,5574,373,190,183,48,22,26,1,1,0,0,0,0,0,0,0,0,0,0,3,2,1
C0101,33,608,05740,803465,Panaimarathupatti (TP),Urban,9368,4663,4705,9214,4592,4622,55,26,29,96,45,51,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
C0101,33,608,05740,803466,Mallur (TP),Urban,10331,5112,5219,10226,5067,5159,76,34,42,14,5,9,2,2,0,0,0,0,0,0,0,0,0,0,13,4,9
C0101,33,608,05740,803467,Attayampatti (TP),Urban,13852,7039,6813,13742,6986,6756,51,24,27,51,25,26,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4
C0101,33,608,05741,000000,Sub-District - Yercaud,Total,41869,21070,20799,37634,18982,18652,380,194,186,3804,1867,1937,2,1,1,21,11,10,1,1,0,1,0,1,26,14,12
C0101,33,608,05741,000000,Sub-District - Yercaud,Rural,30287,15202,15085,29171,14645,14526,90,43,47,997,500,497,2,1,1,6,4,2,0,0,0,1,0,1,20,9,11
C0101,33,608,05741,000000,Sub-District - Yercaud,Urban,11582,5868,5714,8463,4337,4126,290,151,139,2807,1367,1440,0,0,0,15,7,8,1,1,0,0,0,0,6,5,1
C0101,33,608,05741,634158,Yercaud (CT),Urban,11582,5868,5714,8463,4337,4126,290,151,139,2807,1367,1440,0,0,0,15,7,8,1,1,0,0,0,0,6,5,1
C0101,33,608,05742,000000,Sub-District - Vazhapadi,Total,195412,98681,96731,190032,96044,93988,2033,1011,1022,3206,1561,1645,16,10,6,13,4,9,1,1,0,4,1,3,107,49,58
C0101,33,608,05742,000000,Sub-District - Vazhapadi,Rural,148502,75050,73452,145460,73585,71875,337,166,171,2607,1254,1353,9,7,2,13,4,9,1,1,0,3,1,2,72,32,40
C0101,33,608,05742,000000,Sub-District - Vazhapadi,Urban,46910,23631,23279,44572,22459,22113,1696,845,851,599,307,292,7,3,4,0,0,0,0,0,0,1,0,1,35,17,18
C0101,33,608,05742,634225,Masinaickenpatty (CT),Urban,9098,4695,4403,8883,4578,4305,95,49,46,111,65,46,1,0,1,0,0,0,0,0,0,0,0,0,8,3,5
C0101,33,608,05742,803468,Belur (TP),Urban,8736,4367,4369,7607,3802,3805,1079,544,535,45,18,27,2,1,1,0,0,0,0,0,0,0,0,0,3,2,1
C0101,33,608,05742,803469,Vazhapadi (TP),Urban,17559,8843,8716,16743,8446,8297,458,222,236,338,165,173,1,1,0,0,0,0,0,0,0,1,0,1,18,9,9
C0101,33,608,05742,803470,Ayothiapattinam (TP),Urban,11517,5726,5791,11339,5633,5706,64,30,34,105,59,46,3,1,2,0,0,0,0,0,0,0,0,0,6,3,3
C0101,33,608,05743,000000,Sub-District - Attur,Total,430949,217058,213891,418398,210857,207541,8998,4504,4494,3021,1442,1579,56,37,19,7,4,3,28,15,13,16,8,8,425,191,234
C0101,33,608,05743,000000,Sub-District - Attur,Rural,307218,155480,151738,302451,153105,149346,3209,1640,1569,1205,572,633,14,10,4,3,1,2,4,2,2,14,7,7,318,143,175
C0101,33,608,05743,000000,Sub-District - Attur,Urban,123731,61578,62153,115947,57752,58195,5789,2864,2925,1816,870,946,42,27,15,4,3,1,24,13,11,2,1,1,107,48,59
C0101,33,608,05743,803471,Pethanaickenpalayam (TP),Urban,17678,8768,8910,17338,8600,8738,297,149,148,32,15,17,0,0,0,0,0,0,0,0,0,0,0,0,11,4,7
C0101,33,608,05743,803472,Ethapur (TP),Urban,10968,5535,5433,10778,5433,5345,111,59,52,72,41,31,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5
C0101,33,608,05743,803473,Attur (M),Urban,61793,30578,31215,56045,27752,28293,4472,2205,2267,1162,561,601,17,9,8,4,3,1,24,13,11,2,1,1,67,34,33
C0101,33,608,05743,803474,Narasingapuram (M),Urban,23084,11523,11561,21690,10849,10841,867,429,438,493,224,269,24,17,7,0,0,0,0,0,0,0,0,0,10,4,6
C0101,33,608,05743,803475,Keeripatti (TP),Urban,10208,5174,5034,10096,5118,4978,42,22,20,57,29,28,1,1,0,0,0,0,0,0,0,0,0,0,12,4,8
C0101,33,608,05744,000000,Sub-District - Gangavalli,Total,161302,80701,80601,151062,75700,75362,5308,2577,2731,4739,2325,2414,5,3,2,7,7,0,3,2,1,4,4,0,174,83,91
C0101,33,608,05744,000000,Sub-District - Gangavalli,Rural,93622,47068,46554,92207,46375,45832,668,326,342,595,294,301,2,1,1,4,4,0,1,0,1,3,3,0,142,65,77
C0101,33,608,05744,000000,Sub-District - Gangavalli,Urban,67680,33633,34047,58855,29325,29530,4640,2251,2389,4144,2031,2113,3,2,1,3,3,0,2,2,0,1,1,0,32,18,14
C0101,33,608,05744,803476,Veeraganur ((TP),Urban,11624,5736,5888,11125,5501,5624,390,182,208,105,52,53,1,0,1,0,0,0,0,0,0,0,0,0,3,1,2
C0101,33,608,05744,803477,Thedavur (TP),Urban,8230,4158,4072,8119,4107,4012,60,23,37,48,26,22,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1
C0101,33,608,05744,803478,Gangavalli (TP),Urban,12015,5907,6108,10122,5000,5122,1460,703,757,421,196,225,0,0,0,2,2,0,2,2,0,0,0,0,8,4,4
C0101,33,608,05744,803479,Thammampatti (TP),Urban,21503,10765,10738,16622,8346,8276,2346,1163,1183,2515,1243,1272,1,1,0,0,0,0,0,0,0,1,1,0,18,11,7
C0101,33,608,05744,803480,Sentharapatti (TP),Urban,14308,7067,7241,12867,6371,6496,384,180,204,1055,514,541,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
C0101,33,609,00000,000000,District - Namakkal   ,Total,1726601,869280,857321,1673652,842438,831214,32483,16350,16133,16909,8342,8567,183,103,80,108,62,46,84,51,33,199,77,122,2983,1857,1126
C0101,33,609,00000,000000,District - Namakkal   ,Rural,1030476,520684,509792,1009301,509581,499720,10278,5334,4944,8141,4061,4080,100,58,42,83,51,32,65,42,23,161,58,103,2347,1499,848
C0101,33,609,00000,000000,District - Namakkal   ,Urban,696125,348596,347529,664351,332857,331494,22205,11016,11189,8768,4281,4487,83,45,38,25,11,14,19,9,10,38,19,19,636,358,278
C0101,33,609,05745,000000,Sub-District - Tiruchengode,Total,631507,316604,314903,609334,305366,303968,12335,6223,6112,7799,3692,4107,57,35,22,52,29,23,25,18,7,147,52,95,1758,1189,569
C0101,33,609,05745,000000,Sub-District - Tiruchengode,Rural,305765,152293,153472,295658,147000,148658,5486,2814,2672,2872,1300,1572,29,19,10,36,23,13,20,16,4,137,45,92,1527,1076,451
C0101,33,609,05745,000000,Sub-District - Tiruchengode,Urban,325742,164311,161431,313676,158366,155310,6849,3409,3440,4927,2392,2535,28,16,12,16,6,10,5,2,3,10,7,3,231,113,118
C0101,33,609,05745,634470,Thathankuttai (CT),Urban,24708,12634,12074,23151,11880,11271,171,111,60,1373,638,735,2,1,1,6,2,4,0,0,0,0,0,0,5,2,3
C0101,33,609,05745,634471,Ellandaikuttai (CT),Urban,16160,8258,7902,15789,8072,7717,103,50,53,267,136,131,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
C0101,33,609,05745,634472,Periyamanali (CT),Urban,6878,3563,3315,6854,3550,3304,13,9,4,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0101,33,609,05745,634473,Pallipalayam Agraharam (CT),Urban,16479,8436,8043,15969,8181,7788,308,150,158,181,88,93,2,1,1,1,1,0,0,0,0,1,1,0,17,14,3
C0101,33,609,05745,634474,Pudupalayam Agraharam (CT),Urban,5704,2898,2806,5511,2795,2716,96,52,44,92,49,43,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3
C0101,33,609,05745,803481,Mallasamudram (TP),Urban,18007,9104,8903,17573,8890,8683,289,142,147,124,60,64,5,4,1,1,1,0,0,0,0,0,0,0,15,7,8
C0101,33,609,05745,803482,Kumarapalayam (M),Urban,71594,35906,35688,69531,34876,34655,1129,568,561,877,429,448,2,1,1,2,1,1,1,0,1,1,0,1,51,31,20
C0101,33,609,05745,803483,Padaiveedu (TP),Urban,10451,5238,5213,10310,5173,5137,23,9,14,112,53,59,0,0,0,0,0,0,2,2,0,0,0,0,4,1,3
C0101,33,609,05745,803484,Tiruchengode (M),Urban,95335,47810,47525,91410,45874,45536,2811,1387,1424,1000,499,501,15,8,7,3,1,2,2,0,2,2,2,0,92,39,53
C0101,33,609,05745,803485,Alampalayam (TP),Urban,20286,10264,10022,19416,9839,9577,375,186,189,492,239,253,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1
C0101,33,609,05745,803486,Pallipalayam (M),Urban,40140,20200,19940,38162,19236,18926,1531,745,786,398,197,201,1,1,0,1,0,1,0,0,0,6,4,2,41,17,24
C0101,33,609,05746,000000,Sub-District - Rasipuram,Total,340515,173456,167059,332081,169247,162834,4836,2437,2399,3107,1514,1593,26,12,14,20,16,4,10,7,3,18,9,9,417,214,203
C0101,33,609,05746,000000,Sub-District - Rasipuram,Rural,204652,106080,98572,201566,104466,97100,788,459,329,1906,953,953,12,7,5,17,14,3,9,6,3,5,3,2,349,172,177
C0101,33,609,05746,000000,Sub-District - Rasipuram,Urban,135863,67376,68487,130515,64781,65734,4048,1978,2070,1201,561,640,14,5,9,3,2,1,1,1,0,13,6,7,68,42,26
C0101,33,609,05746,803487,Vennanthur (TP),Urban,14568,7427,7141,13991,7154,6837,511,243,268,60,27,33,0,0,0,0,0,0,0,0,0,3,1,2,3,2,1
C0101,33,609,05746,803488,Athanur (TP),Urban,9827,4959,4868,9735,4907,4828,43,22,21,40,24,16,1,0,1,0,0,0,0,0,0,0,0,0,8,6,2
C0101,33,609,05746,803489,R.Pudupatti (TP),Urban,7478,3781,3697,7447,3765,3682,18,11,7,7,3,4,0,0,0,0,0,0,0,0,0,3,1,2,3,1,2
C0101,33,609,05746,803490,Namagiripettai (TP),Urban,21250,10704,10546,20788,10476,10312,368,186,182,80,34,46,3,2,1,0,0,0,0,0,0,2,1,1,9,5,4
C0101,33,609,05746,803491,Seerapalli (TP),Urban,12403,6250,6153,12318,6207,6111,54,26,28,27,16,11,1,0,1,0,0,0,0,0,0,1,1,0,2,0,2
C0101,33,609,05746,803492,Pattinam (TP),Urban,8912,4514,4398,8825,4462,4363,12,7,5,54,30,24,1,0,1,0,0,0,0,0,0,2,0,2,18,15,3
C0101,33,609,05746,803493,Rasipuram (M),Urban,50244,24188,26056,46292,22288,24004,3025,1474,1551,897,408,489,6,2,4,3,2,1,1,1,0,2,2,0,18,11,7
C0101,33,609,05746,803494,Pillanallur (TP),Urban,11181,5553,5628,11119,5522,5597,17,9,8,36,19,17,2,1,1,0,0,0,0,0,0,0,0,0,7,2,5
C0101,33,609,05747,000000,Sub-District - Namakkal,Total,541488,272644,268844,523330,263371,259959,12536,6293,6243,4994,2631,2363,41,21,20,20,7,13,37,18,19,19,8,11,511,295,216
C0101,33,609,05747,000000,Sub-District - Namakkal,Rural,379010,191638,187372,372266,188085,184181,3496,1803,1693,2902,1568,1334,31,16,15,17,6,11,27,14,13,9,4,5,262,142,120
C0101,33,609,05747,000000,Sub-District - Namakkal,Urban,162478,81006,81472,151064,75286,75778,9040,4490,4550,2092,1063,1029,10,5,5,3,1,2,10,4,6,10,4,6,249,153,96
C0101,33,609,05747,634702,Nallipalayam (CT),Urban,5078,2515,2563,5002,2472,2530,38,22,16,36,20,16,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
C0101,33,609,05747,634703,Chinnamudalaipatti (CT),Urban,8928,4462,4466,8614,4304,4310,195,103,92,107,53,54,0,0,0,1,0,1,0,0,0,0,0,0,11,2,9
C0101,33,609,05747,634704,Kosavampatti (CT),Urban,10356,5168,5188,9833,4905,4928,408,210,198,109,50,59,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3
C0101,33,609,05747,634705,Periyapatti (CT),Urban,15690,7875,7815,15098,7581,7517,397,200,197,170,81,89,3,2,1,0,0,0,2,1,1,4,3,1,16,7,9
C0101,33,609,05747,634706,Kondichettipatti (CT),Urban,10300,5185,5115,9784,4933,4851,319,160,159,180,85,95,0,0,0,1,0,1,0,0,0,2,1,1,14,6,8
C0101,33,609,05747,803495,Kalappanaickenpatti (TP),Urban,10831,5444,5387,10699,5376,5323,119,62,57,11,5,6,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
C0101,33,609,05747,803496,Senthamangalam (TP),Urban,19750,9697,10053,18831,9272,9559,774,359,415,138,61,77,2,2,0,1,1,0,1,0,1,0,0,0,3,2,1
C0101,33,609,05747,803497,Namakkal (M),Urban,55145,27366,27779,49066,24377,24689,5125,2535,2590,814,385,429,4,1,3,0,0,0,6,2,4,4,0,4,126,66,60
C0101,33,609,05747,803498,Erumaipatti (TP),Urban,12085,6299,5786,10353,5331,5022,1283,648,635,384,255,129,0,0,0,0,0,0,0,0,0,0,0,0,65,65,0
C0101,33,609,05747,803499,Mohanur (TP),Urban,14315,6995,7320,13784,6735,7049,382,191,191,143,68,75,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5
C0101,33,609,05748,000000,Sub-District - Paramathi-Velur,Total,213091,106576,106515,208907,104454,104453,2776,1397,1379,1009,505,504,59,35,24,16,10,6,12,8,4,15,8,7,297,159,138
C0101,33,609,05748,000000,Sub-District - Paramathi-Velur,Rural,141049,70673,70376,139811,70030,69781,508,258,250,461,240,221,28,16,12,13,8,5,9,6,3,10,6,4,209,109,100
C0101,33,609,05748,000000,Sub-District - Paramathi-Velur,Urban,72042,35903,36139,69096,34424,34672,2268,1139,1129,548,265,283,31,19,12,3,2,1,3,2,1,5,2,3,88,50,38
C0101,33,609,05748,803500,Paramathi (TP),Urban,11986,6022,5964,10737,5414,5323,905,441,464,337,164,173,4,3,1,0,0,0,0,0,0,0,0,0,3,0,3
C0101,33,609,05748,803501,Velur (TP),Urban,25012,12417,12595,23891,11831,12060,981,513,468,113,58,55,23,14,9,0,0,0,0,0,0,2,1,1,2,0,2
C0101,33,609,05748,803502,Pothanur (TP),Urban,18455,9254,9201,18002,9025,8977,287,140,147,82,38,44,4,2,2,1,1,0,2,2,0,3,1,2,74,45,29
C0101,33,609,05748,803503,Venkarai (TP),Urban,9330,4565,4765,9310,4556,4754,3,3,0,13,5,8,0,0,0,2,1,1,1,0,1,0,0,0,1,0,1
C0101,33,609,05748,803504,Pandamangalam (TP),Urban,7259,3645,3614,7156,3598,3558,92,42,50,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3
C0101,33,610,00000,000000,District - Erode,Total,2251744,1129868,1121876,2115455,1062604,1052851,76098,37833,38265,55899,27294,28605,435,242,193,148,73,75,639,324,315,157,72,85,2913,1426,1487
C0101,33,610,00000,000000,District - Erode,Rural,1093768,552393,541375,1062525,536938,525587,9481,4739,4742,19886,9753,10133,152,90,62,55,26,29,41,22,19,67,29,38,1561,796,765
C0101,33,610,00000,000000,District - Erode,Urban,1157976,577475,580501,1052930,525666,527264,66617,33094,33523,36013,17541,18472,283,152,131,93,47,46,598,302,296,90,43,47,1352,630,722
C0101,33,610,05749,000000,Sub-District - Sathyamangalam,Total,327441,164469,162972,307664,154685,152979,9306,4669,4637,9870,4832,5038,69,35,34,11,6,5,8,5,3,16,7,9,497,230,267
C0101,33,610,05749,000000,Sub-District - Sathyamangalam,Rural,236139,118827,117312,225565,113665,111900,3461,1717,1744,6647,3229,3418,36,16,20,6,3,3,8,5,3,14,5,9,402,187,215
C0101,33,610,05749,000000,Sub-District - Sathyamangalam,Urban,91302,45642,45660,82099,41020,41079,5845,2952,2893,3223,1603,1620,33,19,14,5,3,2,0,0,0,2,2,0,95,43,52
C0101,33,610,05749,803505,Sathyamangalam (M),Urban,37816,18848,18968,32632,16238,16394,3861,1966,1895,1291,630,661,7,4,3,2,1,1,0,0,0,1,1,0,22,8,14
C0101,33,610,05749,803506,Kembainaickenpalayam (TP),Urban,11103,5622,5481,11025,5585,5440,42,18,24,21,9,12,3,3,0,1,1,0,0,0,0,1,1,0,10,5,5
C0101,33,610,05749,803507,Ariyappampalayam (TP),Urban,15706,7809,7897,14807,7379,7428,381,178,203,474,229,245,10,7,3,0,0,0,0,0,0,0,0,0,34,16,18
C0101,33,610,05749,803508,Bhavanisagar (TP),Urban,7710,3893,3817,6557,3289,3268,108,58,50,1031,539,492,12,5,7,1,1,0,0,0,0,0,0,0,1,1,0
C0101,33,610,05749,803509,Punjaipuliampatti (M),Urban,18967,9470,9497,17078,8529,8549,1453,732,721,406,196,210,1,0,1,1,0,1,0,0,0,0,0,0,28,13,15
C0101,33,610,05750,000000,Sub-District - Bhavani,Total,459517,233314,226203,444649,225906,218743,6315,3125,3190,7969,3964,4005,43,27,16,17,4,13,11,5,6,24,11,13,489,272,217
C0101,33,610,05750,000000,Sub-District - Bhavani,Rural,314125,160290,153835,306817,156614,150203,1951,982,969,4965,2465,2500,36,22,14,11,2,9,10,5,5,12,5,7,323,195,128
C0101,33,610,05750,000000,Sub-District - Bhavani,Urban,145392,73024,72368,137832,69292,68540,4364,2143,2221,3004,1499,1505,7,5,2,6,2,4,1,0,1,12,6,6,166,77,89
C0101,33,610,05750,634896,Kuruppanaickenpalayam (CT),Urban,7484,3746,3738,7229,3608,3621,54,29,25,199,108,91,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
C0101,33,610,05750,803510,Nerunjipettai (TP),Urban,6791,3446,3345,6160,3139,3021,87,41,46,542,264,278,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
C0101,33,610,05750,803511,Ammapettai (TP),Urban,9677,4879,4798,9081,4586,4495,225,107,118,358,179,179,1,1,0,1,0,1,0,0,0,0,0,0,11,6,5
C0101,33,610,05750,803512,Anthiyur (TP),Urban,21086,10633,10453,19573,9897,9676,963,480,483,489,229,260,2,1,1,0,0,0,1,0,1,2,0,2,56,26,30
C0101,33,610,05750,803513,Olagadam (TP),Urban,9958,5062,4896,9188,4695,4493,751,360,391,13,5,8,0,0,0,1,0,1,0,0,0,0,0,0,5,2,3
C0101,33,610,05750,803514,Athani (TP),Urban,8430,4207,4223,8361,4173,4188,5,3,2,60,28,32,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1
C0101,33,610,05750,803515,Jambai (TP),Urban,16522,8330,8192,15898,8010,7888,504,261,243,100,49,51,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10
C0101,33,610,05750,803516,Appakudal (TP),Urban,10610,5309,5301,10202,5113,5089,82,40,42,278,139,139,0,0,0,3,1,2,0,0,0,0,0,0,45,16,29
C0101,33,610,05750,803517,Bhavani (M),Urban,39225,19559,19666,36610,18254,18356,1663,810,853,921,476,445,4,3,1,0,0,0,0,0,0,9,6,3,18,10,8
C0101,33,610,05750,803518,Salangapalayam (TP),Urban,15609,7853,7756,15530,7817,7713,30,12,18,44,22,22,0,0,0,1,1,0,0,0,0,0,0,0,4,1,3
C0101,33,610,05751,000000,Sub-District - Gobichettipalayam,Total,376351,186691,189660,361309,179395,181914,7721,3749,3972,6413,3087,3326,69,41,28,25,15,10,6,3,3,24,12,12,784,389,395
C0101,33,610,05751,000000,Sub-District - Gobichettipalayam,Rural,216970,108286,108684,212505,106094,106411,1557,756,801,2307,1125,1182,48,30,18,13,7,6,6,3,3,10,7,3,524,264,260
C0101,33,610,05751,000000,Sub-District - Gobichettipalayam,Urban,159381,78405,80976,148804,73301,75503,6164,2993,3171,4106,1962,2144,21,11,10,12,8,4,0,0,0,14,5,9,260,125,135
C0101,33,610,05751,803519,Periyakodiveri (TP),Urban,12330,6181,6149,11464,5751,5713,83,40,43,772,382,390,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3
C0101,33,610,05751,803520,Vaniputhur (TP),Urban,12044,5937,6107,11415,5648,5767,452,210,242,107,50,57,5,1,4,10,8,2,0,0,0,0,0,0,55,20,35
C0101,33,610,05751,803521,Lakkampatti (TP),Urban,11716,5850,5866,10395,5202,5193,820,401,419,482,235,247,0,0,0,0,0,0,0,0,0,0,0,0,19,12,7
C0101,33,610,05751,803522,Kasipalayam (G) (TP),Urban,9093,4498,4595,8771,4341,4430,227,109,118,68,35,33,1,1,0,0,0,0,0,0,0,1,0,1,25,12,13
C0101,33,610,05751,803523,Gobichettipalayam (M),Urban,59523,28866,30657,53733,26057,27676,4231,2068,2163,1499,709,790,11,6,5,0,0,0,0,0,0,13,5,8,36,21,15
C0101,33,610,05751,803524,Kuhalur (TP),Urban,11753,5765,5988,11623,5705,5918,94,41,53,32,17,15,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2
C0101,33,610,05751,803525,P.Mettupalayam (TP),Urban,9109,4504,4605,9057,4475,4582,15,8,7,31,16,15,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1
